,publishing_day,publishing_hour,days_to_trending,title_length,category_name
17148,Sat,14,6,23,Science & Technology
17149,Sat,12,6,52,News & Politics
17150,Sun,12,5,59,News & Politics
17151,Fri,15,7,14,Music
17152,Sat,18,6,47,Comedy
17153,Fri,13,7,18,Autos & Vehicles
17154,Fri,23,7,50,Howto & Style
17155,Fri,5,7,44,Music
17156,Sat,4,6,34,Howto & Style
17157,Sat,2,6,34,Howto & Style
17158,Sun,6,5,76,Nonprofits & Activism
17159,Fri,5,7,53,Music
17160,Fri,16,7,96,Entertainment
17161,Thu,19,8,82,Entertainment
17162,Sat,2,6,54,Howto & Style
17163,Fri,13,7,70,Entertainment
17164,Fri,20,7,51,Film & Animation
17165,Fri,3,7,28,Entertainment
17166,Fri,23,7,31,News & Politics
17167,Sat,4,6,51,News & Politics
17168,Thu,13,8,26,Entertainment
17169,Thu,16,8,69,Entertainment
17170,Fri,8,7,36,Music
17171,Fri,21,7,52,Science & Technology
17172,Thu,13,8,51,Education
17173,Thu,13,8,57,Gaming
17174,Thu,18,8,51,News & Politics
17175,Thu,13,8,41,Science & Technology
17176,Fri,3,7,64,Travel & Events
17177,Fri,5,7,34,Music
17178,Fri,13,1,16,People & Blogs
17179,Thu,23,2,22,Film & Animation
17180,Thu,14,2,92,Comedy
17181,Fri,13,1,24,Sports
17182,Thu,14,2,36,Entertainment
17183,Fri,16,1,28,Music
17184,Thu,1,2,93,People & Blogs
17185,Thu,15,2,22,Education
17186,Fri,13,1,70,Entertainment
17187,Thu,23,2,80,Comedy
17188,Fri,3,1,35,Howto & Style
17189,Thu,20,2,46,Film & Animation
17190,Thu,14,2,26,Entertainment
17191,Thu,17,2,48,Science & Technology
17192,Thu,14,2,15,Music
17193,Fri,8,1,34,Music
17194,Thu,23,2,14,Science & Technology
17195,Fri,8,1,54,Entertainment
17196,Fri,16,1,59,Music
17197,Fri,12,1,64,News & Politics
17198,Fri,12,1,53,Comedy
17199,Thu,16,2,72,Howto & Style
17200,Thu,19,2,70,Music
17201,Thu,19,2,94,Sports
17202,Fri,4,1,76,Music
17203,Wed,23,3,37,Entertainment
17204,Fri,14,1,70,Entertainment
17205,Wed,22,3,60,People & Blogs
17206,Thu,3,2,56,Comedy
17207,Thu,17,2,64,Entertainment
17208,Wed,14,3,20,Film & Animation
17209,Fri,8,1,62,Film & Animation
17210,Fri,9,1,40,Entertainment
17211,Thu,19,2,35,Music
17212,Tue,21,4,24,Science & Technology
17213,Thu,7,2,86,People & Blogs
17214,Fri,4,1,32,Music
17215,Thu,3,2,84,Sports
17216,Thu,13,2,68,Pets & Animals
17217,Thu,18,2,48,Howto & Style
17218,Wed,2,3,77,People & Blogs
17219,Wed,22,3,32,Film & Animation
17220,Wed,15,3,67,Entertainment
17221,Thu,14,2,33,Education
17222,Wed,17,3,86,Howto & Style
17223,Thu,16,2,50,Film & Animation
17224,Wed,17,3,63,Entertainment
17225,Wed,16,3,30,People & Blogs
17226,Tue,20,4,44,Film & Animation
17227,Fri,10,1,47,Howto & Style
17228,Wed,21,3,96,Entertainment
17229,Tue,17,4,35,Music
17230,Thu,18,2,62,Entertainment
17231,Wed,21,3,30,Howto & Style
17232,Thu,15,2,48,Education
17233,Wed,14,3,54,Science & Technology
17234,Wed,16,3,86,Pets & Animals
17235,Thu,10,2,48,Autos & Vehicles
17236,Wed,20,3,25,Science & Technology
17237,Wed,17,3,21,Music
17238,Thu,21,2,61,Comedy
17239,Thu,13,2,71,Entertainment
17240,Tue,17,4,50,Film & Animation
17241,Wed,0,3,53,Gaming
17242,Thu,13,2,99,People & Blogs
17243,Wed,18,3,93,Entertainment
17244,Wed,20,3,77,People & Blogs
17245,Wed,2,3,31,People & Blogs
17246,Thu,5,2,68,Music
17247,Wed,0,3,34,Film & Animation
17248,Thu,21,2,99,News & Politics
17249,Tue,23,4,92,Science & Technology
17250,Tue,23,4,16,Entertainment
17251,Wed,15,3,32,Entertainment
17252,Tue,21,4,88,Travel & Events
17253,Tue,11,4,12,Entertainment
17254,Wed,16,3,55,Comedy
17255,Wed,11,3,52,Science & Technology
17256,Tue,4,4,87,Comedy
17257,Wed,20,3,98,Entertainment
17258,Thu,5,2,65,Entertainment
17259,Wed,8,3,50,Howto & Style
17260,Thu,16,2,57,News & Politics
17261,Tue,13,4,42,Entertainment
17262,Tue,13,4,17,Science & Technology
17263,Thu,1,2,35,Pets & Animals
17264,Wed,18,3,75,People & Blogs
17265,Wed,23,3,42,News & Politics
17266,Thu,7,2,49,People & Blogs
17267,Tue,20,4,47,Entertainment
17268,Wed,14,3,40,Music
17269,Wed,16,3,24,Howto & Style
17270,Mon,23,5,38,Entertainment
17271,Wed,3,3,80,Sports
17272,Tue,16,4,61,Autos & Vehicles
17273,Tue,23,4,39,People & Blogs
17274,Wed,16,3,86,Howto & Style
17275,Wed,16,3,44,Science & Technology
17276,Tue,19,4,38,Science & Technology
17277,Tue,17,4,23,Music
17278,Wed,4,3,68,Entertainment
17279,Tue,22,4,31,Education
17280,Wed,14,3,44,Entertainment
17281,Wed,22,3,98,News & Politics
17282,Tue,5,4,45,Music
17283,Mon,21,5,43,Music
17284,Thu,2,2,50,News & Politics
17285,Tue,18,4,39,Education
17287,Tue,16,4,40,Howto & Style
17288,Wed,22,3,50,Education
17289,Wed,18,3,44,News & Politics
17290,Tue,15,4,62,Howto & Style
17291,Tue,4,4,66,News & Politics
17292,Mon,17,5,39,Comedy
17293,Tue,5,4,98,Sports
17294,Wed,11,3,60,Science & Technology
17295,Mon,15,5,65,Music
17296,Tue,13,4,50,Entertainment
17297,Mon,11,5,24,Howto & Style
17298,Sun,23,6,57,Entertainment
17299,Mon,4,5,87,Sports
17300,Tue,16,4,41,Comedy
17301,Mon,17,5,39,Comedy
17302,Mon,6,5,54,Music
17303,Tue,16,4,43,Howto & Style
17304,Wed,22,3,36,News & Politics
17305,Tue,10,4,40,Comedy
17306,Mon,0,5,54,Entertainment
17307,Mon,15,5,78,News & Politics
17308,Tue,0,4,61,Entertainment
17309,Mon,22,5,14,People & Blogs
17310,Tue,18,4,69,Film & Animation
17311,Tue,17,4,85,Entertainment
17312,Tue,21,4,35,News & Politics
17313,Tue,15,4,44,Music
17314,Mon,17,5,43,Music
17315,Mon,0,5,54,Music
17316,Tue,13,4,49,Howto & Style
17317,Mon,3,5,47,Entertainment
17318,Mon,2,5,48,Entertainment
17319,Tue,2,4,49,Music
17320,Mon,17,5,20,People & Blogs
17321,Mon,0,5,76,Film & Animation
17322,Mon,23,5,48,Music
17323,Mon,3,5,20,Comedy
17325,Mon,8,5,60,News & Politics
17326,Mon,2,5,62,People & Blogs
17327,Mon,16,5,38,Education
17328,Mon,3,5,47,News & Politics
17329,Mon,0,5,81,Education
17330,Mon,2,5,53,Film & Animation
17331,Mon,0,5,80,Travel & Events
17332,Mon,20,5,60,Travel & Events
17333,Mon,2,5,51,Autos & Vehicles
17334,Mon,0,5,80,Autos & Vehicles
17335,Mon,18,5,44,Entertainment
17336,Tue,3,4,40,Science & Technology
17337,Mon,0,5,32,Howto & Style
17338,Mon,16,5,48,Education
17339,Sun,16,6,15,Entertainment
17340,Tue,3,4,35,Comedy
17341,Mon,18,5,63,Entertainment
17342,Mon,8,5,56,Science & Technology
17343,Tue,0,4,38,People & Blogs
17344,Sat,18,7,39,Comedy
17345,Mon,17,5,52,Entertainment
17346,Sun,16,6,23,Comedy
17347,Mon,11,5,81,Entertainment
17348,Sun,23,6,42,Autos & Vehicles
17349,Sun,19,6,78,Science & Technology
17350,Mon,14,5,48,Comedy
17351,Mon,17,5,71,News & Politics
17352,Mon,15,5,47,Music
17353,Mon,18,5,15,Comedy
17354,Sun,18,6,78,Education
17355,Sun,17,6,47,Music
17356,Mon,4,5,88,Entertainment
17357,Mon,2,5,48,Howto & Style
17358,Sun,12,6,44,Pets & Animals
17359,Sat,19,7,43,Pets & Animals
17360,Mon,16,5,58,Entertainment
17361,Mon,2,5,47,People & Blogs
17362,Mon,7,5,73,News & Politics
17363,Sun,17,6,52,Film & Animation
17364,Mon,3,5,74,Sports
17365,Mon,3,5,41,Education
17366,Sun,23,6,39,Travel & Events
17367,Mon,0,5,41,People & Blogs
17368,Sat,23,7,35,Entertainment
17369,Sun,17,6,82,News & Politics
17370,Mon,1,5,18,Science & Technology
17371,Sat,13,7,48,Autos & Vehicles
17372,Mon,0,5,72,People & Blogs
17373,Fri,22,8,42,Entertainment
17374,Sat,15,7,98,Travel & Events
17375,Sun,13,6,58,Howto & Style
17376,Mon,1,5,47,Film & Animation
17377,Fri,14,8,83,News & Politics
17378,Fri,13,2,16,People & Blogs
17379,Fri,23,2,45,News & Politics
17380,Sat,5,1,72,Comedy
17381,Fri,21,2,54,Howto & Style
17382,Sat,0,1,38,News & Politics
17383,Fri,13,2,24,Sports
17384,Thu,23,3,22,Film & Animation
17385,Fri,17,2,57,Sports
17386,Sat,15,1,39,Howto & Style
17387,Fri,17,2,86,Entertainment
17388,Fri,16,2,28,Music
17389,Thu,14,3,92,Comedy
17390,Thu,14,3,36,Entertainment
17391,Fri,20,2,28,Entertainment
17392,Fri,13,2,70,Entertainment
17393,Thu,1,3,93,People & Blogs
17394,Thu,23,3,80,Comedy
17395,Sat,0,1,55,Sports
17396,Thu,15,3,22,Education
17397,Fri,16,2,59,Music
17398,Fri,11,2,53,News & Politics
17399,Thu,20,3,46,Film & Animation
17400,Fri,3,2,35,Howto & Style
17401,Fri,8,2,34,Music
17402,Fri,22,2,54,News & Politics
17403,Thu,14,3,15,Music
17404,Fri,22,2,20,People & Blogs
17405,Thu,17,3,48,Science & Technology
17406,Thu,14,3,26,Entertainment
17407,Thu,23,3,14,Science & Technology
17408,Fri,12,2,64,News & Politics
17409,Fri,4,2,76,Music
17410,Fri,14,2,70,Entertainment
17411,Thu,16,3,72,Howto & Style
17412,Thu,19,3,70,Music
17413,Fri,8,2,62,Film & Animation
17414,Thu,19,3,94,Sports
17415,Fri,9,2,40,Entertainment
17416,Wed,23,4,37,Entertainment
17417,Thu,3,3,56,Comedy
17418,Wed,22,4,60,People & Blogs
17419,Thu,17,3,64,Entertainment
17420,Thu,19,3,35,Music
17421,Fri,4,2,32,Music
17422,Wed,14,4,20,Film & Animation
17423,Thu,18,3,48,Howto & Style
17424,Thu,7,3,86,People & Blogs
17425,Thu,3,3,84,Sports
17426,Thu,13,3,68,Pets & Animals
17427,Tue,21,5,24,Science & Technology
17428,Thu,16,3,50,Film & Animation
17429,Wed,22,4,32,Film & Animation
17430,Wed,2,4,77,People & Blogs
17431,Wed,15,4,67,Entertainment
17432,Thu,14,3,33,Education
17433,Wed,16,4,30,People & Blogs
17434,Wed,17,4,86,Howto & Style
17435,Wed,17,4,63,Entertainment
17436,Tue,20,5,44,Film & Animation
17437,Thu,18,3,62,Entertainment
17438,Tue,17,5,35,Music
17439,Thu,15,3,48,Education
17440,Fri,10,2,47,Howto & Style
17441,Wed,21,4,96,Entertainment
17442,Wed,21,4,30,Howto & Style
17443,Wed,14,4,54,Science & Technology
17444,Wed,17,4,21,Music
17445,Thu,10,3,48,Autos & Vehicles
17446,Wed,16,4,86,Pets & Animals
17447,Thu,14,3,73,Entertainment
17448,Wed,20,4,25,Science & Technology
17449,Thu,21,3,61,Comedy
17450,Thu,13,3,71,Entertainment
17451,Wed,18,4,93,Entertainment
17452,Thu,5,3,68,Music
17453,Tue,17,5,50,Film & Animation
17454,Wed,0,4,53,Gaming
17455,Wed,20,4,77,People & Blogs
17456,Thu,13,3,99,People & Blogs
17457,Wed,2,4,31,People & Blogs
17458,Wed,0,4,34,Film & Animation
17459,Tue,23,5,92,Science & Technology
17460,Thu,21,3,99,News & Politics
17461,Wed,15,4,32,Entertainment
17462,Tue,23,5,16,Entertainment
17463,Wed,11,4,52,Science & Technology
17464,Wed,23,4,42,News & Politics
17465,Tue,11,5,12,Entertainment
17466,Wed,16,4,55,Comedy
17467,Tue,13,5,42,Entertainment
17468,Tue,21,5,88,Travel & Events
17469,Wed,20,4,98,Entertainment
17470,Thu,5,3,65,Entertainment
17471,Wed,8,4,50,Howto & Style
17472,Tue,13,5,17,Science & Technology
17473,Thu,7,3,49,People & Blogs
17474,Tue,4,5,87,Comedy
17475,Thu,1,3,35,Pets & Animals
17476,Tue,20,5,47,Entertainment
17477,Wed,18,4,75,People & Blogs
17478,Tue,23,5,39,People & Blogs
17479,Wed,14,4,40,Music
17480,Wed,3,4,80,Sports
17481,Wed,16,4,24,Howto & Style
17482,Tue,16,5,61,Autos & Vehicles
17483,Wed,16,4,86,Howto & Style
17484,Tue,19,5,38,Science & Technology
17485,Mon,23,6,38,Entertainment
17486,Wed,16,4,44,Science & Technology
17487,Tue,22,5,31,Education
17488,Wed,14,4,44,Entertainment
17489,Tue,17,5,23,Music
17490,Wed,22,4,98,News & Politics
17491,Tue,5,5,45,Music
17492,Thu,0,3,40,Pets & Animals
17493,Tue,18,5,39,Education
17494,Thu,2,3,50,News & Politics
17495,Mon,21,6,43,Music
17497,Tue,16,5,40,Howto & Style
17498,Wed,22,4,50,Education
17499,Tue,15,5,62,Howto & Style
17500,Tue,4,5,66,News & Politics
17501,Mon,15,6,65,Music
17502,Tue,13,5,50,Entertainment
17503,Tue,5,5,98,Sports
17504,Wed,11,4,60,Science & Technology
17505,Sun,23,7,57,Entertainment
17506,Mon,4,6,87,Sports
17507,Tue,16,5,41,Comedy
17508,Mon,17,6,39,Comedy
17509,Mon,17,6,39,Comedy
17510,Mon,6,6,54,Music
17511,Mon,11,6,24,Howto & Style
17512,Tue,16,5,43,Howto & Style
17513,Tue,10,5,40,Comedy
17514,Mon,0,6,54,Entertainment
17515,Wed,22,4,36,News & Politics
17516,Tue,0,5,61,Entertainment
17517,Tue,18,5,69,Film & Animation
17518,Tue,15,5,44,Music
17519,Tue,17,5,85,Entertainment
17520,Tue,21,5,35,News & Politics
17521,Mon,17,6,43,Music
17522,Mon,0,6,54,Music
17523,Tue,13,5,49,Howto & Style
17524,Mon,3,6,47,Entertainment
17525,Mon,2,6,48,Entertainment
17526,Tue,2,5,49,Music
17527,Tue,6,5,40,Entertainment
17528,Mon,17,6,20,People & Blogs
17529,Mon,0,6,76,Film & Animation
17530,Mon,23,6,48,Music
17531,Mon,3,6,20,Comedy
17533,Mon,8,6,60,News & Politics
17534,Mon,2,6,62,People & Blogs
17535,Mon,16,6,38,Education
17536,Mon,3,6,47,News & Politics
17537,Mon,0,6,81,Education
17538,Mon,2,6,53,Film & Animation
17539,Mon,0,6,80,Travel & Events
17540,Mon,20,6,60,Travel & Events
17541,Mon,2,6,51,Autos & Vehicles
17542,Mon,0,6,80,Autos & Vehicles
17543,Mon,18,6,44,Entertainment
17544,Tue,0,5,38,People & Blogs
17545,Tue,3,5,40,Science & Technology
17546,Mon,0,6,32,Howto & Style
17547,Mon,16,6,48,Education
17548,Sun,16,7,15,Entertainment
17549,Tue,3,5,35,Comedy
17550,Mon,8,6,56,Science & Technology
17551,Mon,18,6,63,Entertainment
17552,Sat,18,8,39,Comedy
17553,Sun,16,7,23,Comedy
17554,Mon,17,6,52,Entertainment
17555,Sun,23,7,42,Autos & Vehicles
17556,Sun,19,7,78,Science & Technology
17557,Mon,14,6,48,Comedy
17558,Mon,17,6,71,News & Politics
17559,Mon,15,6,47,Music
17560,Mon,18,6,15,Comedy
17561,Mon,2,6,48,Howto & Style
17562,Sun,17,7,47,Music
17563,Mon,4,6,88,Entertainment
17564,Sun,12,7,44,Pets & Animals
17565,Sun,18,7,78,Education
17566,Sat,19,8,43,Pets & Animals
17567,Mon,16,6,58,Entertainment
17568,Mon,7,6,73,News & Politics
17569,Mon,2,6,47,People & Blogs
17570,Sun,17,7,52,Film & Animation
17571,Mon,3,6,74,Sports
17572,Mon,3,6,41,Education
17573,Sun,23,7,39,Travel & Events
17574,Mon,0,6,41,People & Blogs
17575,Sat,23,8,35,Entertainment
17576,Sun,17,7,82,News & Politics
17577,Sat,13,8,48,Autos & Vehicles
17578,Sun,15,1,35,Education
17579,Sat,21,2,33,Film & Animation
17580,Sun,14,1,31,Comedy
17581,Sun,12,1,55,Music
17582,Sun,1,1,44,People & Blogs
17583,Sun,16,1,50,Education
17584,Sun,14,1,34,Entertainment
17585,Sat,11,2,54,Sports
17586,Sun,16,1,39,Entertainment
17587,Sat,15,2,97,Travel & Events
17588,Fri,21,3,54,Howto & Style
17589,Sat,13,2,52,Entertainment
17590,Fri,23,3,45,News & Politics
17591,Sat,0,2,38,News & Politics
17592,Sat,15,2,39,Howto & Style
17593,Fri,13,3,16,People & Blogs
17594,Sat,16,2,39,Howto & Style
17595,Sat,5,2,72,Comedy
17596,Sun,15,1,46,News & Politics
17597,Fri,17,3,57,Sports
17598,Sun,1,1,78,Sports
17599,Fri,23,3,26,Comedy
17600,Sat,3,2,54,Howto & Style
17601,Fri,13,3,24,Sports
17602,Sat,22,2,24,Education
17603,Thu,23,4,22,Film & Animation
17604,Fri,18,3,27,Comedy
17605,Fri,17,3,86,Entertainment
17606,Fri,16,3,28,Music
17607,Sat,16,2,36,Autos & Vehicles
17608,Thu,14,4,92,Comedy
17609,Fri,20,3,28,Entertainment
17610,Fri,18,3,73,Entertainment
17611,Thu,14,4,36,Entertainment
17612,Fri,13,3,70,Entertainment
17613,Sat,0,2,55,Sports
17614,Thu,1,4,93,People & Blogs
17615,Thu,23,4,80,Comedy
17616,Fri,16,3,59,Music
17617,Sat,3,2,50,Sports
17618,Fri,22,3,20,People & Blogs
17619,Fri,22,3,54,News & Politics
17620,Fri,8,3,34,Music
17621,Thu,20,4,46,Film & Animation
17622,Fri,13,3,67,Entertainment
17623,Thu,14,4,15,Music
17624,Fri,3,3,35,Howto & Style
17625,Fri,14,3,26,Gaming
17626,Thu,17,4,48,Science & Technology
17627,Thu,14,4,26,Entertainment
17628,Thu,23,4,14,Science & Technology
17629,Fri,4,3,76,Music
17630,Thu,19,4,70,Music
17631,Fri,14,3,70,Entertainment
17632,Thu,16,4,72,Howto & Style
17633,Fri,12,3,64,News & Politics
17634,Fri,17,3,78,News & Politics
17635,Fri,8,3,62,Film & Animation
17636,Fri,9,3,40,Entertainment
17637,Fri,4,3,32,Music
17638,Thu,19,4,94,Sports
17639,Thu,19,4,35,Music
17640,Wed,23,5,37,Entertainment
17641,Thu,3,4,56,Comedy
17642,Thu,17,4,64,Entertainment
17643,Wed,14,5,20,Film & Animation
17644,Thu,14,4,96,News & Politics
17645,Thu,7,4,86,People & Blogs
17646,Thu,18,4,48,Howto & Style
17647,Thu,13,4,68,Pets & Animals
17648,Tue,21,6,24,Science & Technology
17649,Thu,18,4,27,Science & Technology
17650,Thu,16,4,50,Film & Animation
17651,Wed,22,5,32,Film & Animation
17652,Thu,14,4,33,Education
17653,Wed,16,5,30,People & Blogs
17654,Wed,17,5,63,Entertainment
17655,Wed,17,5,86,Howto & Style
17656,Wed,2,5,77,People & Blogs
17657,Thu,18,4,62,Entertainment
17658,Tue,20,6,44,Film & Animation
17659,Wed,15,5,67,Entertainment
17660,Thu,16,4,48,Autos & Vehicles
17661,Thu,14,4,73,Entertainment
17662,Tue,17,6,35,Music
17663,Thu,15,4,48,Education
17664,Wed,21,5,96,Entertainment
17665,Wed,21,5,30,Howto & Style
17666,Fri,10,3,47,Howto & Style
17667,Wed,14,5,54,Science & Technology
17668,Thu,5,4,68,Music
17669,Wed,20,5,25,Science & Technology
17670,Thu,10,4,48,Autos & Vehicles
17671,Wed,16,5,86,Pets & Animals
17672,Wed,17,5,21,Music
17673,Wed,18,5,93,Entertainment
17674,Thu,21,4,61,Comedy
17675,Thu,13,4,71,Entertainment
17676,Wed,20,5,77,People & Blogs
17677,Tue,17,6,50,Film & Animation
17678,Wed,0,5,53,Gaming
17679,Wed,2,5,31,People & Blogs
17680,Thu,21,4,99,News & Politics
17681,Wed,0,5,34,Film & Animation
17682,Wed,15,5,32,Entertainment
17683,Wed,23,5,42,News & Politics
17684,Thu,5,4,65,Entertainment
17685,Tue,23,6,16,Entertainment
17686,Wed,11,5,52,Science & Technology
17687,Wed,16,5,55,Comedy
17688,Tue,11,6,12,Entertainment
17689,Thu,7,4,49,People & Blogs
17690,Wed,8,5,50,Howto & Style
17691,Tue,13,6,17,Science & Technology
17692,Tue,23,6,39,People & Blogs
17693,Tue,21,6,88,Travel & Events
17694,Tue,4,6,87,Comedy
17695,Wed,20,5,98,Entertainment
17696,Wed,18,5,75,People & Blogs
17697,Thu,1,4,35,Pets & Animals
17698,Tue,20,6,47,Entertainment
17699,Wed,3,5,80,Sports
17700,Wed,14,5,40,Music
17701,Wed,16,5,24,Howto & Style
17702,Tue,16,6,61,Autos & Vehicles
17703,Tue,19,6,38,Science & Technology
17704,Wed,16,5,86,Howto & Style
17705,Mon,23,7,38,Entertainment
17706,Wed,16,5,44,Science & Technology
17707,Tue,17,6,23,Music
17708,Wed,4,5,68,Entertainment
17709,Wed,14,5,44,Entertainment
17710,Wed,22,5,98,News & Politics
17711,Tue,5,6,45,Music
17712,Mon,21,7,43,Music
17713,Thu,0,4,40,Pets & Animals
17714,Tue,18,6,39,Education
17715,Mon,15,7,65,Music
17717,Tue,13,6,50,Entertainment
17718,Tue,16,6,40,Howto & Style
17719,Wed,22,5,50,Education
17720,Tue,15,6,62,Howto & Style
17721,Tue,5,6,98,Sports
17722,Wed,11,5,60,Science & Technology
17723,Sun,23,8,57,Entertainment
17724,Tue,4,6,66,News & Politics
17725,Mon,4,7,87,Sports
17726,Mon,6,7,54,Music
17727,Mon,17,7,39,Comedy
17728,Tue,16,6,41,Comedy
17729,Mon,17,7,39,Comedy
17730,Mon,11,7,24,Howto & Style
17731,Tue,16,6,43,Howto & Style
17732,Tue,10,6,40,Comedy
17733,Mon,0,7,54,Entertainment
17734,Tue,0,6,61,Entertainment
17735,Wed,22,5,36,News & Politics
17736,Tue,18,6,69,Film & Animation
17737,Tue,15,6,44,Music
17738,Mon,17,7,43,Music
17739,Tue,17,6,85,Entertainment
17740,Tue,21,6,35,News & Politics
17741,Mon,0,7,54,Music
17742,Tue,2,6,49,Music
17743,Tue,13,6,49,Howto & Style
17744,Mon,3,7,47,Entertainment
17745,Mon,2,7,48,Entertainment
17746,Mon,23,7,48,Music
17747,Mon,17,7,20,People & Blogs
17748,Mon,0,7,76,Film & Animation
17749,Mon,3,7,20,Comedy
17750,Tue,0,6,38,People & Blogs
17752,Mon,8,7,60,News & Politics
17753,Mon,2,7,62,People & Blogs
17754,Mon,16,7,38,Education
17755,Mon,2,7,53,Film & Animation
17756,Mon,3,7,47,News & Politics
17757,Mon,0,7,81,Education
17758,Mon,0,7,80,Travel & Events
17759,Mon,2,7,51,Autos & Vehicles
17760,Mon,0,7,80,Autos & Vehicles
17761,Mon,0,7,32,Howto & Style
17762,Tue,3,6,40,Science & Technology
17763,Mon,16,7,48,Education
17764,Mon,18,7,44,Entertainment
17765,Sun,16,8,15,Entertainment
17766,Mon,8,7,56,Science & Technology
17767,Tue,3,6,35,Comedy
17768,Mon,18,7,63,Entertainment
17769,Sat,18,9,39,Comedy
17770,Sun,16,8,23,Comedy
17771,Mon,17,7,52,Entertainment
17772,Sun,19,8,78,Science & Technology
17773,Sun,23,8,42,Autos & Vehicles
17774,Mon,14,7,48,Comedy
17775,Mon,17,7,71,News & Politics
17776,Mon,11,1,83,Sports
17777,Sun,15,2,35,Education
17778,Mon,13,1,38,News & Politics
17779,Sun,14,2,31,Comedy
17780,Sat,21,3,33,Film & Animation
17781,Sun,12,2,55,Music
17782,Sun,1,2,44,People & Blogs
17783,Sun,16,2,50,Education
17784,Sun,14,2,34,Entertainment
17785,Mon,6,1,51,News & Politics
17786,Sun,16,2,39,Entertainment
17787,Sat,15,3,97,Travel & Events
17788,Mon,14,1,96,Sports
17789,Sun,5,2,16,Comedy
17790,Fri,21,4,54,Howto & Style
17791,Sat,13,3,52,Entertainment
17792,Fri,23,4,45,News & Politics
17793,Sat,0,3,38,News & Politics
17794,Sat,15,3,39,Howto & Style
17795,Fri,13,4,16,People & Blogs
17796,Sat,16,3,39,Howto & Style
17797,Sun,15,2,46,News & Politics
17798,Sat,5,3,72,Comedy
17799,Sun,1,2,78,Sports
17800,Fri,17,4,57,Sports
17801,Sat,3,3,54,Howto & Style
17802,Fri,23,4,26,Comedy
17803,Fri,13,4,24,Sports
17804,Sat,22,3,24,Education
17805,Thu,23,5,22,Film & Animation
17806,Fri,18,4,27,Comedy
17807,Fri,17,4,86,Entertainment
17808,Sat,16,3,36,Autos & Vehicles
17809,Fri,16,4,28,Music
17810,Fri,18,4,73,Entertainment
17811,Fri,20,4,28,Entertainment
17812,Thu,14,5,92,Comedy
17813,Thu,14,5,36,Entertainment
17814,Fri,13,4,70,Entertainment
17815,Sat,0,3,55,Sports
17816,Thu,1,5,93,People & Blogs
17817,Fri,16,4,59,Music
17818,Sat,3,3,50,Sports
17819,Thu,23,5,80,Comedy
17820,Fri,22,4,20,People & Blogs
17821,Fri,22,4,54,News & Politics
17822,Fri,8,4,34,Music
17823,Thu,20,5,46,Film & Animation
17824,Fri,13,4,67,Entertainment
17825,Thu,14,5,15,Music
17826,Fri,3,4,35,Howto & Style
17827,Fri,14,4,26,Gaming
17828,Thu,17,5,48,Science & Technology
17829,Thu,14,5,26,Entertainment
17830,Thu,23,5,14,Science & Technology
